"","species","year","week","DAYNO","DAYNO_adj","nm"
"1510","Pyronia tithonus",2008,2,15,15,0
"1610","Pyronia tithonus",2008,2,16,16,0
"1710","Pyronia tithonus",2008,2,17,17,0
"1810","Pyronia tithonus",2008,2,18,18,0
"1910","Pyronia tithonus",2008,2,19,19,0
"2010","Pyronia tithonus",2008,2,20,20,0
"2110","Pyronia tithonus",2008,3,21,21,0
"22100","Pyronia tithonus",2008,3,22,22,0
"23100","Pyronia tithonus",2008,3,23,23,0
"24100","Pyronia tithonus",2008,3,24,24,0
"2556","Pyronia tithonus",2008,3,25,25,0
"2610","Pyronia tithonus",2008,3,26,26,0
"2710","Pyronia tithonus",2008,3,27,27,0
"2810","Pyronia tithonus",2008,4,28,28,0
"2910","Pyronia tithonus",2008,4,29,29,0
"3010","Pyronia tithonus",2008,4,30,30,0
"3110","Pyronia tithonus",2008,4,31,31,0
"3210","Pyronia tithonus",2008,4,32,32,0
"3310","Pyronia tithonus",2008,4,33,33,0
"3410","Pyronia tithonus",2008,4,34,34,0
"3510","Pyronia tithonus",2008,5,35,35,0
"3610","Pyronia tithonus",2008,5,36,36,0
"3710","Pyronia tithonus",2008,5,37,37,0
"3810","Pyronia tithonus",2008,5,38,38,0
"3910","Pyronia tithonus",2008,5,39,39,0
"4010","Pyronia tithonus",2008,5,40,40,0
"4110","Pyronia tithonus",2008,5,41,41,0
"4210","Pyronia tithonus",2008,6,42,42,0
"4310","Pyronia tithonus",2008,6,43,43,0
"4410","Pyronia tithonus",2008,6,44,44,0
"4510","Pyronia tithonus",2008,6,45,45,0
"4610","Pyronia tithonus",2008,6,46,46,0
"4710","Pyronia tithonus",2008,6,47,47,0
"4810","Pyronia tithonus",2008,6,48,48,0
"4910","Pyronia tithonus",2008,7,49,49,0
"5010","Pyronia tithonus",2008,7,50,50,0
"5110","Pyronia tithonus",2008,7,51,51,0
"5210","Pyronia tithonus",2008,7,52,52,0
"5310","Pyronia tithonus",2008,7,53,53,0
"5410","Pyronia tithonus",2008,7,54,54,0
"5510","Pyronia tithonus",2008,7,55,55,0
"5610","Pyronia tithonus",2008,8,56,56,0
"5710","Pyronia tithonus",2008,8,57,57,0
"5810","Pyronia tithonus",2008,8,58,58,0
"5910","Pyronia tithonus",2008,8,59,59,0
"6010","Pyronia tithonus",2008,8,60,60,1.1036770925947e-10
"6110","Pyronia tithonus",2008,8,61,61,1.29559860289895e-10
"6210","Pyronia tithonus",2008,8,62,62,1.52089388381474e-10
"6310","Pyronia tithonus",2008,9,63,63,1.78536639407406e-10
"6410","Pyronia tithonus",2008,9,64,64,2.09582877215205e-10
"6510","Pyronia tithonus",2008,9,65,65,2.46027832536774e-10
"6610","Pyronia tithonus",2008,9,66,66,2.88810303527754e-10
"6710","Pyronia tithonus",2008,9,67,67,3.39032338592525e-10
"6810","Pyronia tithonus",2008,9,68,68,3.97987624428609e-10
"6910","Pyronia tithonus",2008,9,69,69,4.67194810547849e-10
"7010","Pyronia tithonus",2008,10,70,70,5.48436628692186e-10
"7110","Pyronia tithonus",2008,10,71,71,6.43805814834596e-10
"7210","Pyronia tithonus",2008,10,72,72,7.55759016685718e-10
"7310","Pyronia tithonus",2008,10,73,73,8.87180075328321e-10
"7410","Pyronia tithonus",2008,10,74,74,1.0414543110729e-09
"7510","Pyronia tithonus",2008,10,75,75,1.2225557270895e-09
"7610","Pyronia tithonus",2008,10,76,76,1.43514937712397e-09
"7710","Pyronia tithonus",2008,11,77,77,1.68471153422401e-09
"7810","Pyronia tithonus",2008,11,78,78,1.97767075594268e-09
"7910","Pyronia tithonus",2008,11,79,79,2.32157347976634e-09
"8010","Pyronia tithonus",2008,11,80,80,2.72527841439676e-09
"8110","Pyronia tithonus",2008,11,81,81,3.19918473427967e-09
"8210","Pyronia tithonus",2008,11,82,82,3.7554874434505e-09
"8310","Pyronia tithonus",2008,11,83,83,4.40843689223447e-09
"8410","Pyronia tithonus",2008,12,84,84,5.17470479025206e-09
"8510","Pyronia tithonus",2008,12,85,85,6.07379996945506e-09
"8610","Pyronia tithonus",2008,12,86,86,7.12854121540719e-09
"8710","Pyronia tithonus",2008,12,87,87,8.36560658781999e-09
"8810","Pyronia tithonus",2008,12,88,88,9.81617110064435e-09
"8910","Pyronia tithonus",2008,12,89,89,1.15166463693733e-08
"9010","Pyronia tithonus",2008,12,90,90,1.35095378037573e-08
"9110","Pyronia tithonus",2008,13,91,91,1.58444371550199e-08
"9210","Pyronia tithonus",2008,13,92,92,1.85791707473965e-08
"9310","Pyronia tithonus",2008,13,93,93,2.17811265662873e-08
"9410","Pyronia tithonus",2008,13,94,94,2.55287865738003e-08
"9510","Pyronia tithonus",2008,13,95,95,2.99134942135585e-08
"9610","Pyronia tithonus",2008,13,96,96,3.5041491089168e-08
"9710","Pyronia tithonus",2008,13,97,97,4.10362612955135e-08
"9810","Pyronia tithonus",2008,14,98,98,4.80412268915606e-08
"9910","Pyronia tithonus",2008,14,99,99,5.62228435714376e-08
"10010","Pyronia tithonus",2008,14,100,100,6.57741517617542e-08
"10110","Pyronia tithonus",2008,14,101,101,7.69188451919884e-08
"10210","Pyronia tithonus",2008,14,102,102,8.9915926495001e-08
"10310","Pyronia tithonus",2008,14,103,103,1.05065027638039e-07
"10410","Pyronia tithonus",2008,14,104,104,1.22712481999344e-07
"10510","Pyronia tithonus",2008,15,105,105,1.43258244725029e-07
"10610","Pyronia tithonus",2008,15,106,106,1.67163768651836e-07
"10710","Pyronia tithonus",2008,15,107,107,1.94960954580957e-07
"10810","Pyronia tithonus",2008,15,108,108,2.27262307041984e-07
"10910","Pyronia tithonus",2008,15,109,109,2.64770098036953e-07
"1101","Pyronia tithonus",2008,15,110,110,3.08258485805341e-07
"1111","Pyronia tithonus",2008,15,111,111,3.58574777888237e-07
"1121","Pyronia tithonus",2008,16,112,112,4.1665496492547e-07
"1131","Pyronia tithonus",2008,16,113,113,4.83525122588082e-07
"1141","Pyronia tithonus",2008,16,114,114,5.60300123851728e-07
"1151","Pyronia tithonus",2008,16,115,115,6.48179242284449e-07
"1161","Pyronia tithonus",2008,16,116,116,7.48437910931599e-07
"1171","Pyronia tithonus",2008,16,117,117,8.62414855729542e-07
"1181","Pyronia tithonus",2008,16,118,118,9.91493805416171e-07
"1191","Pyronia tithonus",2008,17,119,119,1.13707900244546e-06
"1201","Pyronia tithonus",2008,17,120,120,1.30056381316812e-06
"1211","Pyronia tithonus",2008,17,121,121,1.4832918724704e-06
"1221","Pyronia tithonus",2008,17,122,122,1.68651040945058e-06
"1231","Pyronia tithonus",2008,17,123,123,1.91131569596095e-06
"1241","Pyronia tithonus",2008,17,124,124,2.15859094500773e-06
"1251","Pyronia tithonus",2008,17,125,125,2.42893746211037e-06
"1261","Pyronia tithonus",2008,18,126,126,2.72260041399528e-06
"1271","Pyronia tithonus",2008,18,127,127,3.0393912111024e-06
"1281","Pyronia tithonus",2008,18,128,128,3.37860917893984e-06
"1291","Pyronia tithonus",2008,18,129,129,3.7389658829228e-06
"1301","Pyronia tithonus",2008,18,130,130,4.11852464785355e-06
"1311","Pyronia tithonus",2008,18,131,131,4.51519813057725e-06
"1321","Pyronia tithonus",2008,18,132,132,4.92729838331349e-06
"1331","Pyronia tithonus",2008,19,133,133,5.35299628738673e-06
"1341","Pyronia tithonus",2008,19,134,134,5.79028808800856e-06
"1351","Pyronia tithonus",2008,19,135,135,6.23702771057683e-06
"1361","Pyronia tithonus",2008,19,136,136,6.69096207569268e-06
"1371","Pyronia tithonus",2008,19,137,137,7.14976845714799e-06
"1381","Pyronia tithonus",2008,19,138,138,7.61109289594169e-06
"1391","Pyronia tithonus",2008,19,139,139,8.07258868960216e-06
"1401","Pyronia tithonus",2008,20,140,140,8.53195401735625e-06
"1411","Pyronia tithonus",2008,20,141,141,8.98696783415673e-06
"1421","Pyronia tithonus",2008,20,142,142,9.43552326527431e-06
"1431","Pyronia tithonus",2008,20,143,143,9.875657852295e-06
"1441","Pyronia tithonus",2008,20,144,144,1.03055801347346e-05
"1451","Pyronia tithonus",2008,20,145,145,1.07236921928079e-05
"1461","Pyronia tithonus",2008,20,146,146,1.11286079201379e-05
"1471","Pyronia tithonus",2008,21,147,147,1.1519166934844e-05
"1481","Pyronia tithonus",2008,21,148,148,1.18944441687257e-05
"1491","Pyronia tithonus",2008,21,149,149,1.2253755293243e-05
"1501","Pyronia tithonus",2008,21,150,150,1.2596658244755e-05
"1511","Pyronia tithonus",2008,21,151,151,1.29229511980384e-05
"1521","Pyronia tithonus",2008,21,152,152,1.32341538802075e-05
"1531","Pyronia tithonus",2008,21,153,153,1.35382276170915e-05
"1541","Pyronia tithonus",2008,22,154,154,1.38455565934153e-05
"1551","Pyronia tithonus",2008,22,155,155,1.416751963432e-05
"1561","Pyronia tithonus",2008,22,156,156,1.45165643686263e-05
"1571","Pyronia tithonus",2008,22,157,157,1.49063839208316e-05
"1581","Pyronia tithonus",2008,22,158,158,1.53522141074153e-05
"1591","Pyronia tithonus",2008,22,159,159,1.58712748613376e-05
"1601","Pyronia tithonus",2008,22,160,160,1.64833889212736e-05
"1611","Pyronia tithonus",2008,23,161,161,1.72118248417803e-05
"1621","Pyronia tithonus",2008,23,162,162,1.80844318472976e-05
"1631","Pyronia tithonus",2008,23,163,163,1.91351636394748e-05
"1641","Pyronia tithonus",2008,23,164,164,2.04061310884626e-05
"1651","Pyronia tithonus",2008,23,165,165,2.19503861448566e-05
"1661","Pyronia tithonus",2008,23,166,166,2.38357311476468e-05
"1671","Pyronia tithonus",2008,23,167,167,2.61499843553831e-05
"1681","Pyronia tithonus",2008,24,168,168,2.90083382318998e-05
"1691","Pyronia tithonus",2008,24,169,169,3.25637603712168e-05
"1701","Pyronia tithonus",2008,24,170,170,3.70218701059601e-05
"1711","Pyronia tithonus",2008,24,171,171,4.26624781178102e-05
"1721","Pyronia tithonus",2008,24,172,172,4.98711689636414e-05
"1731","Pyronia tithonus",2008,24,173,173,5.91799533345055e-05
"1741","Pyronia tithonus",2008,24,174,174,7.12513049093566e-05
"1751","Pyronia tithonus",2008,25,175,175,8.69222517440957e-05
"1761","Pyronia tithonus",2008,25,176,176,0.000107302568606406
"1771","Pyronia tithonus",2008,25,177,177,0.000133860158429099
"1781","Pyronia tithonus",2008,25,178,178,0.000168529402129882
"1791","Pyronia tithonus",2008,25,179,179,0.000213847519426519
"1801","Pyronia tithonus",2008,25,180,180,0.000273122832383532
"1811","Pyronia tithonus",2008,25,181,181,0.000350637300841278
"1821","Pyronia tithonus",2008,26,182,182,0.000451882580498805
"1831","Pyronia tithonus",2008,26,183,183,0.000583823439157793
"1841","Pyronia tithonus",2008,26,184,184,0.000755173874968604
"1851","Pyronia tithonus",2008,26,185,185,0.000976658993481585
"1861","Pyronia tithonus",2008,26,186,186,0.00126121921393793
"1871","Pyronia tithonus",2008,26,187,187,0.0016240929980252
"1881","Pyronia tithonus",2008,26,188,188,0.0020826915879302
"1891","Pyronia tithonus",2008,27,189,189,0.00265615764734189
"1901","Pyronia tithonus",2008,27,190,190,0.00336448510813322
"1911","Pyronia tithonus",2008,27,191,191,0.00422707850685369
"1921","Pyronia tithonus",2008,27,192,192,0.0052606574109129
"1931","Pyronia tithonus",2008,27,193,193,0.00647647647154838
"1941","Pyronia tithonus",2008,27,194,194,0.00787701885848487
"1951","Pyronia tithonus",2008,27,195,195,0.00945771351501956
"1961","Pyronia tithonus",2008,28,196,196,0.0112118798280763
"1971","Pyronia tithonus",2008,28,197,197,0.013126202643665
"1981","Pyronia tithonus",2008,28,198,198,0.0151798872717497
"1991","Pyronia tithonus",2008,28,199,199,0.0173447138813248
"2001","Pyronia tithonus",2008,28,200,200,0.0195855271967525
"2011","Pyronia tithonus",2008,28,201,201,0.0218611651618766
"2021","Pyronia tithonus",2008,28,202,202,0.0241257952669062
"2031","Pyronia tithonus",2008,29,203,203,0.0263305932868904
"2041","Pyronia tithonus",2008,29,204,204,0.0284256697625708
"2051","Pyronia tithonus",2008,29,205,205,0.0303621277276354
"2061","Pyronia tithonus",2008,29,206,206,0.032094123194123
"2071","Pyronia tithonus",2008,29,207,207,0.0335807989068166
"2081","Pyronia tithonus",2008,29,208,208,0.0347879718209491
"2091","Pyronia tithonus",2008,29,209,209,0.0356894744377248
"2101","Pyronia tithonus",2008,30,210,210,0.0362680773701275
"2111","Pyronia tithonus",2008,30,211,211,0.0365159524585624
"2121","Pyronia tithonus",2008,30,212,212,0.0364346692578743
"2131","Pyronia tithonus",2008,30,213,213,0.0360347496878368
"2141","Pyronia tithonus",2008,30,214,214,0.0353348333920801
"2151","Pyronia tithonus",2008,30,215,215,0.0343605278515856
"2161","Pyronia tithonus",2008,30,216,216,0.0331436334376276
"2171","Pyronia tithonus",2008,31,217,217,0.0317222328521889
"2181","Pyronia tithonus",2008,31,218,218,0.0301368906108302
"21910","Pyronia tithonus",2008,31,219,219,0.0284283671967077
"22010","Pyronia tithonus",2008,31,220,220,0.026636177037793
"22110","Pyronia tithonus",2008,31,221,221,0.0247973967690891
"22210","Pyronia tithonus",2008,31,222,222,0.0229457486054017
"22310","Pyronia tithonus",2008,31,223,223,0.0211109624525924
"22410","Pyronia tithonus",2008,32,224,224,0.0193184028251044
"22510","Pyronia tithonus",2008,32,225,225,0.0175889333942679
"22610","Pyronia tithonus",2008,32,226,226,0.0159389832174222
"22710","Pyronia tithonus",2008,32,227,227,0.0143807741213828
"22810","Pyronia tithonus",2008,32,228,228,0.0129226677660544
"22910","Pyronia tithonus",2008,32,229,229,0.0115695928525067
"23010","Pyronia tithonus",2008,32,230,230,0.0103235169600243
"23110","Pyronia tithonus",2008,33,231,231,0.00918393282071901
"23210","Pyronia tithonus",2008,33,232,232,0.00814833477990511
"23310","Pyronia tithonus",2008,33,233,233,0.00721266718385764
"23410","Pyronia tithonus",2008,33,234,234,0.00637173206333325
"23510","Pyronia tithonus",2008,33,235,235,0.00561954845951662
"23610","Pyronia tithonus",2008,33,236,236,0.00494965991081969
"23710","Pyronia tithonus",2008,33,237,237,0.00435511047032025
"23810","Pyronia tithonus",2008,34,238,238,0.00382620971240767
"23910","Pyronia tithonus",2008,34,239,239,0.00335328944827204
"24010","Pyronia tithonus",2008,34,240,240,0.00292879793889352
"24110","Pyronia tithonus",2008,34,241,241,0.00254687300555109
"24210","Pyronia tithonus",2008,34,242,242,0.00220296754738538
"24310","Pyronia tithonus",2008,34,243,243,0.00189354336052177
"24410","Pyronia tithonus",2008,34,244,244,0.00161581699773641
"24510","Pyronia tithonus",2008,35,245,245,0.00136754702780855
"24610","Pyronia tithonus",2008,35,246,246,0.00114685619289882
"24710","Pyronia tithonus",2008,35,247,247,0.00095208488739465
"24810","Pyronia tithonus",2008,35,248,248,0.000781674256777714
"24910","Pyronia tithonus",2008,35,249,249,0.000634078159423206
"25010","Pyronia tithonus",2008,35,250,250,0.000507703366704128
"25110","Pyronia tithonus",2008,35,251,251,0.000400876846357177
"25210","Pyronia tithonus",2008,36,252,252,0.000311837974491019
"25310","Pyronia tithonus",2008,36,253,253,0.000238752288541111
"25410","Pyronia tithonus",2008,36,254,254,0.000179742185075766
"2557","Pyronia tithonus",2008,36,255,255,0.000132929031077409
"2561","Pyronia tithonus",2008,36,256,256,9.64806957507225e-05
"2571","Pyronia tithonus",2008,36,257,257,6.86586399370772e-05
"2581","Pyronia tithonus",2008,36,258,258,4.78599485660552e-05
"2591","Pyronia tithonus",2008,37,259,259,3.26692651900748e-05
"2601","Pyronia tithonus",2008,37,260,260,2.18523473530934e-05
"2611","Pyronia tithonus",2008,37,261,261,1.43346534939085e-05
"2621","Pyronia tithonus",2008,37,262,262,9.22880487455831e-06
"2631","Pyronia tithonus",2008,37,263,263,5.83595149108861e-06
"2641","Pyronia tithonus",2008,37,264,264,3.62764360137357e-06
"2651","Pyronia tithonus",2008,37,265,265,2.21831424523893e-06
"2661","Pyronia tithonus",2008,38,266,266,1.33550593771056e-06
"2671","Pyronia tithonus",2008,38,267,267,7.9219420939752e-07
"2681","Pyronia tithonus",2008,38,268,268,4.63360889680848e-07
"2691","Pyronia tithonus",2008,38,269,269,2.67453163799466e-07
"2701","Pyronia tithonus",2008,38,270,270,1.52459870120951e-07
"2711","Pyronia tithonus",2008,38,271,271,8.58977081234187e-08
"2721","Pyronia tithonus",2008,38,272,272,4.78701311595738e-08
"2731","Pyronia tithonus",2008,39,273,273,2.64084829454549e-08
"2741","Pyronia tithonus",2008,39,274,274,1.44330085807252e-08
"2751","Pyronia tithonus",2008,39,275,275,7.82066442366527e-09
"2761","Pyronia tithonus",2008,39,276,276,4.20477326910291e-09
"2771","Pyronia tithonus",2008,39,277,277,2.24487647674408e-09
"2781","Pyronia tithonus",2008,39,278,278,1.1910556010163e-09
"2791","Pyronia tithonus",2008,39,279,279,6.2849254042006e-10
"2801","Pyronia tithonus",2008,40,280,280,3.30092387696873e-10
"2811","Pyronia tithonus",2008,40,281,281,1.7269388745923e-10
"2821","Pyronia tithonus",2008,40,282,282,9.00664992466627e-11
"2831","Pyronia tithonus",2008,40,283,283,4.68633407023065e-11
"2841","Pyronia tithonus",2008,40,284,284,2.43458889288484e-11
"2851","Pyronia tithonus",2008,40,285,285,1.26380259620036e-11
"2861","Pyronia tithonus",2008,40,286,286,6.5595853291051e-12
"2871","Pyronia tithonus",2008,41,287,287,3.40465827647259e-12
"2881","Pyronia tithonus",2008,41,288,288,1.76713883545664e-12
"2891","Pyronia tithonus",2008,41,289,289,9.17207957508862e-13
"2901","Pyronia tithonus",2008,41,290,290,4.76063578275776e-13
"2911","Pyronia tithonus",2008,41,291,291,2.4709394276984e-13
"2921","Pyronia tithonus",2008,41,292,292,1.28250551690339e-13
"2931","Pyronia tithonus",2008,41,293,293,6.65666014492194e-14
"2941","Pyronia tithonus",2008,42,294,294,3.45504356129254e-14
"2951","Pyronia tithonus",2008,42,295,295,1.79329059175952e-14
"2961","Pyronia tithonus",2008,42,296,296,9.30781649910698e-15
"2971","Pyronia tithonus",2008,42,297,297,4.83108807792521e-15
"2981","Pyronia tithonus",2008,42,298,298,2.50750667666368e-15
"2991","Pyronia tithonus",2008,42,299,299,1.30148522074e-15
"3001","Pyronia tithonus",2008,42,300,300,6.75517156372403e-16
"3011","Pyronia tithonus",2008,43,301,301,3.50617449419822e-16
"3021","Pyronia tithonus",2008,43,302,302,1.81982936596048e-16
"3031","Pyronia tithonus",2008,43,303,303,9.44556218377682e-17
"3041","Pyronia tithonus",2008,43,304,304,4.90258299137325e-17
"3051","Pyronia tithonus",2008,43,305,305,2.54461508162892e-17
"3061","Pyronia tithonus",2008,43,306,306,0
"3071","Pyronia tithonus",2008,43,307,307,0
"3081","Pyronia tithonus",2008,44,308,308,0
"3091","Pyronia tithonus",2008,44,309,309,0
"3101","Pyronia tithonus",2008,44,310,310,0
"3111","Pyronia tithonus",2008,44,311,311,0
"3121","Pyronia tithonus",2008,44,312,312,0
"3131","Pyronia tithonus",2008,44,313,313,0
"3141","Pyronia tithonus",2008,44,314,314,0
"3151","Pyronia tithonus",2008,45,315,315,0
"3161","Pyronia tithonus",2008,45,316,316,0
"3171","Pyronia tithonus",2008,45,317,317,0
"3181","Pyronia tithonus",2008,45,318,318,0
"3191","Pyronia tithonus",2008,45,319,319,0
"3201","Pyronia tithonus",2008,45,320,320,0
"3211","Pyronia tithonus",2008,45,321,321,0
"3221","Pyronia tithonus",2008,46,322,322,0
"3231","Pyronia tithonus",2008,46,323,323,0
"3241","Pyronia tithonus",2008,46,324,324,0
"3251","Pyronia tithonus",2008,46,325,325,0
"3261","Pyronia tithonus",2008,46,326,326,0
"3271","Pyronia tithonus",2008,46,327,327,0
"3281","Pyronia tithonus",2008,46,328,328,0
"3291","Pyronia tithonus",2008,47,329,329,0
"3301","Pyronia tithonus",2008,47,330,330,0
"3311","Pyronia tithonus",2008,47,331,331,0
"3321","Pyronia tithonus",2008,47,332,332,0
"3331","Pyronia tithonus",2008,47,333,333,0
"3341","Pyronia tithonus",2008,47,334,334,0
"3351","Pyronia tithonus",2008,47,335,335,0
"3361","Pyronia tithonus",2008,48,336,336,0
"3371","Pyronia tithonus",2008,48,337,337,0
"3381","Pyronia tithonus",2008,48,338,338,0
"3391","Pyronia tithonus",2008,48,339,339,0
"3401","Pyronia tithonus",2008,48,340,340,0
"3411","Pyronia tithonus",2008,48,341,341,0
"3421","Pyronia tithonus",2008,48,342,342,0
"3431","Pyronia tithonus",2008,49,343,343,0
"3441","Pyronia tithonus",2008,49,344,344,0
"3451","Pyronia tithonus",2008,49,345,345,0
"3461","Pyronia tithonus",2008,49,346,346,0
"3471","Pyronia tithonus",2008,49,347,347,0
"3481","Pyronia tithonus",2008,49,348,348,0
"3491","Pyronia tithonus",2008,49,349,349,0
"3501","Pyronia tithonus",2008,50,350,350,0
"3511","Pyronia tithonus",2008,50,351,351,0
"3521","Pyronia tithonus",2008,50,352,352,0
"3531","Pyronia tithonus",2008,50,353,353,0
"3541","Pyronia tithonus",2008,50,354,354,0
"3551","Pyronia tithonus",2008,50,355,355,0
"3561","Pyronia tithonus",2008,50,356,356,0
"3571","Pyronia tithonus",2008,51,357,357,0
"3581","Pyronia tithonus",2008,51,358,358,0
"3591","Pyronia tithonus",2008,51,359,359,0
"3601","Pyronia tithonus",2008,51,360,360,0
"3611","Pyronia tithonus",2008,51,361,361,0
"3621","Pyronia tithonus",2008,51,362,362,0
"3631","Pyronia tithonus",2008,51,363,363,0
"3641","Pyronia tithonus",2008,52,364,364,0
"3651","Pyronia tithonus",2008,52,365,365,0
"3661","Pyronia tithonus",2008,52,366,366,0
"3662","Pyronia tithonus",2009,0,1,1,0
"3671","Pyronia tithonus",2009,0,2,2,0
"3681","Pyronia tithonus",2009,0,3,3,0
"3691","Pyronia tithonus",2009,0,4,4,0
"3701","Pyronia tithonus",2009,1,5,5,0
"3711","Pyronia tithonus",2009,1,6,6,0
"3721","Pyronia tithonus",2009,1,7,7,0
"3731","Pyronia tithonus",2009,1,8,8,0
"3741","Pyronia tithonus",2009,1,9,9,0
"3751","Pyronia tithonus",2009,1,10,10,0
"3761","Pyronia tithonus",2009,1,11,11,0
"3771","Pyronia tithonus",2009,2,12,12,0
"3781","Pyronia tithonus",2009,2,13,13,0
"3791","Pyronia tithonus",2009,2,14,14,0
"3801","Pyronia tithonus",2009,2,15,15,0
"3811","Pyronia tithonus",2009,2,16,16,0
"3821","Pyronia tithonus",2009,2,17,17,0
"3831","Pyronia tithonus",2009,2,18,18,0
"3841","Pyronia tithonus",2009,3,19,19,0
"3851","Pyronia tithonus",2009,3,20,20,0
"3861","Pyronia tithonus",2009,3,21,21,0
"3871","Pyronia tithonus",2009,3,22,22,0
"3881","Pyronia tithonus",2009,3,23,23,0
"3891","Pyronia tithonus",2009,3,24,24,0
"3901","Pyronia tithonus",2009,3,25,25,0
"3911","Pyronia tithonus",2009,4,26,26,0
"3921","Pyronia tithonus",2009,4,27,27,0
"3931","Pyronia tithonus",2009,4,28,28,0
"3941","Pyronia tithonus",2009,4,29,29,0
"3951","Pyronia tithonus",2009,4,30,30,0
"3961","Pyronia tithonus",2009,4,31,31,0
"3971","Pyronia tithonus",2009,4,32,32,0
"3981","Pyronia tithonus",2009,5,33,33,0
"3991","Pyronia tithonus",2009,5,34,34,0
"4001","Pyronia tithonus",2009,5,35,35,0
"4011","Pyronia tithonus",2009,5,36,36,0
"4021","Pyronia tithonus",2009,5,37,37,0
"4031","Pyronia tithonus",2009,5,38,38,0
"4041","Pyronia tithonus",2009,5,39,39,0
"4051","Pyronia tithonus",2009,6,40,40,0
"4061","Pyronia tithonus",2009,6,41,41,0
"4071","Pyronia tithonus",2009,6,42,42,0
"4081","Pyronia tithonus",2009,6,43,43,0
"4091","Pyronia tithonus",2009,6,44,44,0
"4101","Pyronia tithonus",2009,6,45,45,0
"4111","Pyronia tithonus",2009,6,46,46,0
"4121","Pyronia tithonus",2009,7,47,47,0
"4131","Pyronia tithonus",2009,7,48,48,0
"4141","Pyronia tithonus",2009,7,49,49,0
"4151","Pyronia tithonus",2009,7,50,50,0
"4161","Pyronia tithonus",2009,7,51,51,0
"4171","Pyronia tithonus",2009,7,52,52,0
"4181","Pyronia tithonus",2009,7,53,53,0
"4191","Pyronia tithonus",2009,8,54,54,0
"4201","Pyronia tithonus",2009,8,55,55,0
"4211","Pyronia tithonus",2009,8,56,56,0
"4221","Pyronia tithonus",2009,8,57,57,0
"4231","Pyronia tithonus",2009,8,58,58,0
"4241","Pyronia tithonus",2009,8,59,59,0
"4251","Pyronia tithonus",2009,8,60,60,2.89865772064774e-18
"4261","Pyronia tithonus",2009,9,61,61,2.89865772064774e-18
"4271","Pyronia tithonus",2009,9,62,62,2.89865772064774e-18
"4281","Pyronia tithonus",2009,9,63,63,2.89865772064774e-18
"4291","Pyronia tithonus",2009,9,64,64,2.89865772064774e-18
"4301","Pyronia tithonus",2009,9,65,65,2.89865772064774e-18
"4311","Pyronia tithonus",2009,9,66,66,2.89865772064774e-18
"4321","Pyronia tithonus",2009,9,67,67,2.89865772064774e-18
"4331","Pyronia tithonus",2009,10,68,68,2.89865772064774e-18
"4341","Pyronia tithonus",2009,10,69,69,2.89865772064774e-18
"4351","Pyronia tithonus",2009,10,70,70,2.89865772064774e-18
"4361","Pyronia tithonus",2009,10,71,71,2.89865772064774e-18
"4371","Pyronia tithonus",2009,10,72,72,2.89865772064774e-18
"4381","Pyronia tithonus",2009,10,73,73,2.89865772064774e-18
"4391","Pyronia tithonus",2009,10,74,74,2.89865772064774e-18
"4401","Pyronia tithonus",2009,11,75,75,2.89865772064774e-18
"4411","Pyronia tithonus",2009,11,76,76,2.89865772064774e-18
"4421","Pyronia tithonus",2009,11,77,77,2.89865772064774e-18
"4431","Pyronia tithonus",2009,11,78,78,2.89865772064774e-18
"4441","Pyronia tithonus",2009,11,79,79,2.89865772064774e-18
"4451","Pyronia tithonus",2009,11,80,80,2.89865772064774e-18
"4461","Pyronia tithonus",2009,11,81,81,2.89865772064774e-18
"4471","Pyronia tithonus",2009,12,82,82,2.89865772064774e-18
"4481","Pyronia tithonus",2009,12,83,83,2.89865772064774e-18
"4491","Pyronia tithonus",2009,12,84,84,2.89865772064774e-18
"4501","Pyronia tithonus",2009,12,85,85,2.89865772064774e-18
"4511","Pyronia tithonus",2009,12,86,86,2.89865772064774e-18
"4521","Pyronia tithonus",2009,12,87,87,2.89865772064774e-18
"4531","Pyronia tithonus",2009,12,88,88,2.89865772064774e-18
"4541","Pyronia tithonus",2009,13,89,89,2.89865772064774e-18
"4551","Pyronia tithonus",2009,13,90,90,2.89865772064774e-18
"4561","Pyronia tithonus",2009,13,91,91,2.89865772064774e-18
"4571","Pyronia tithonus",2009,13,92,92,2.89865772064774e-18
"4581","Pyronia tithonus",2009,13,93,93,2.89865772064774e-18
"4591","Pyronia tithonus",2009,13,94,94,2.89865772064774e-18
"4601","Pyronia tithonus",2009,13,95,95,2.89865772064774e-18
"4611","Pyronia tithonus",2009,14,96,96,3.4484422556514e-18
"4621","Pyronia tithonus",2009,14,97,97,5.1534150572167e-18
"4631","Pyronia tithonus",2009,14,98,98,7.70196854218656e-18
"4641","Pyronia tithonus",2009,14,99,99,1.15118425251394e-17
"4651","Pyronia tithonus",2009,14,100,100,1.72078435013676e-17
"4661","Pyronia tithonus",2009,14,101,101,2.57245975950249e-17
"4671","Pyronia tithonus",2009,14,102,102,3.84603554403442e-17
"4681","Pyronia tithonus",2009,15,103,103,5.75072480460226e-17
"4691","Pyronia tithonus",2009,15,104,104,8.59960477198291e-17
"4701","Pyronia tithonus",2009,15,105,105,1.28612458562945e-16
"4711","Pyronia tithonus",2009,15,106,106,1.92370403946338e-16
"4721","Pyronia tithonus",2009,15,107,107,2.87770431923781e-16
